,Molecule ChEMBL ID,Molecule Max Phase,Smiles,pChEMBL Value,Potential Duplicate,Assay Description,Target Type,Standard Relation,Standard Value,Standard Units,Value
2533,CHEMBL2151218,0,COc1cc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)ccc1-n1cnc(C)c1,5.7,0.0,Displacement of [3H]dofetilide to human ERG expressed in HEK293 cells,SINGLE PROTEIN,'=',2000.0,nM,2.0
2534,CHEMBL2178522,0,Cc1cn(-c2ccc(Nc3cccc4c3nc(-c3ccc(F)cc3)n4C)nc2)cn1,5.28,0.0,Displacement of [3H]dofetilide to human ERG expressed in HEK293 cells,SINGLE PROTEIN,'=',5200.0,nM,5.2
2535,CHEMBL2178521,0,COc1cc(Nc2cccc3c2nc(-c2ccc(F)cc2)n3C)cnc1-n1cnc(C)c1,5.75,0.0,Displacement of [3H]dofetilide to human ERG expressed in HEK293 cells,SINGLE PROTEIN,'=',1800.0,nM,1.8
2536,CHEMBL1517,4,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2537,CHEMBL527,4,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2538,CHEMBL3934615,0,CS(=O)(=O)NCCN1CC2CN(CCOc3ccc(C#N)cc3)CC(C1)O2,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2539,CHEMBL3945049,0,CCCCS(=O)(=O)NCCN1CC2CN(CCCOc3ccc(C#N)cc3)CC(C1)O2,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2540,CHEMBL3891560,0,N#Cc1ccc(OCCCN2CC3CN(CCNS(=O)(=O)c4ccc5c(c4)CCO5)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2541,CHEMBL3967966,0,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCCOc4cc(F)ccc4F)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2542,CHEMBL3981320,0,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCOCc4ccccc4F)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2543,CHEMBL3945417,0,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCc4ccc(F)c(F)c4)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2544,CHEMBL3902402,0,Cc1noc(C)c1CN1CC2CN(CCNS(=O)(=O)c3ccc(C#N)cc3)CC(C1)O2,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2545,CHEMBL3895864,0,Cc1oncc1S(=O)(=O)NCCN1CC2CN(CCCOc3ccc(C#N)cc3)CC(C1)O2,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2546,CHEMBL1592,4,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2547,CHEMBL3894300,0,N#Cc1ccc(OCCN2CC3CN(CCCNS(=O)(=O)c4ccccc4)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2548,CHEMBL3933488,0,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCOc4c(F)cccc4F)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2549,CHEMBL4085173,0,O=C(c1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1)N1CCN(Cc2nnn(CC(F)(F)F)n2)CC1,4.52,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',29890.0,nM,29890.0
2550,CHEMBL3892476,0,N#Cc1ccc(S(=O)(=O)NCCCN2CC3CN(CCOc4ccc(C#N)cc4F)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2551,CHEMBL3982670,0,N#Cc1ccc(OCCN2CC3CN(CCCNS(=O)(=O)c4ccc(F)cc4F)CC(C2)O3)c(F)c1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2552,CHEMBL3936504,0,N#Cc1ccc(OCCN2CC3CN(CCNS(=O)(=O)c4ccc(F)cc4)CC(C2)O3)c(F)c1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2553,CHEMBL3900588,0,CN(CCN1CC2CN(Cc3ccccc3)CC(C1)O2)S(=O)(=O)c1ccc(C#N)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2554,CHEMBL3903313,0,CN(CCN1CC2CN(Cc3ccc(F)cc3)CC(C1)O2)S(=O)(=O)c1ccc(C#N)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2555,CHEMBL3917041,0,Cc1noc(C)c1CN1CC2CN(CCS(=O)(=O)NCc3ccc(C#N)cc3)CC(C1)O2,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2556,CHEMBL3941569,0,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(Cc4noc5ccccc45)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2557,CHEMBL3964634,0,N#Cc1ccc(CN2CC3CN(CCCNS(=O)(=O)c4ccc(C#N)cc4)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2558,CHEMBL3955593,0,N#Cc1ccc(S(=O)(=O)NCCCN2CC3CN(Cc4ccc(F)cc4)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2559,CHEMBL3908020,0,N#Cc1ccc(S(=O)(=O)NCCCN2CC3CN(CCc4c(F)cccc4F)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2560,CHEMBL3959965,0,N#Cc1ccc(S(=O)(=O)NCCCN2CC3CN(Cc4ccccc4)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2561,CHEMBL3956117,0,CN(CCN1CC2CN(CCCOc3ccc(F)cc3)CC(C1)O2)S(=O)(=O)c1ccc(C#N)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2562,CHEMBL3915772,0,N#Cc1ccc(S(=O)(=O)NCCN2CC3CN(CCCOc4ccc(F)cc4F)CC(C2)O3)cc1,,0.0,Inhibition of human ERG expressed in CHO cells incubated for 10 mins after 3 hrs incubation with Rb+-load buffer by atomic absorption spectrometry based Rb+ efflux assay,SINGLE PROTEIN,'<',31622.78,nM,4.5
2563,CHEMBL1572,4,CCN[C@@H]1C[C@H](N)[C@@H](O[C@H]2OC(CN)=CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1OC[C@](C)(O)[C@H](NC)[C@H]1O,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2564,CHEMBL2208431,0,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1n[nH]c(=O)c2ccccc12,6.4,0.0,Inhibition of human ERG in HEK cells by ion flux electrophysiology assay,SINGLE PROTEIN,'=',398.11,nM,6.4
2565,CHEMBL657,4,CN(C)CCOC(c1ccccc1)c1ccccc1,4.5,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,'=',31859.0,nM,31.859
2566,CHEMBL222863,-1,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2567,CHEMBL26,3,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2568,CHEMBL1208572,2,CC[C@@H](C(=O)[C@@H](C)[C@@H](O)[C@H](C)[C@@H]1O[C@@H]([C@@H](CC)C(=O)O)CC[C@@H]1C)[C@H]1O[C@]2(C=C[C@@H](O)[C@]3(CC[C@@](C)([C@H]4CC[C@](O)(CC)[C@H](C)O4)O3)O2)[C@H](C)C[C@@H]1C,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2569,CHEMBL1614641,2,C[C@H](C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2570,CHEMBL1201012,4,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2571,CHEMBL310555,-1,Oc1cccc2cccnc12,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2572,CHEMBL1956988,0,Cc1nc2ccc(Oc3ccc(F)cc3)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,5.49,0.0,Inhibition of human Erg by patch clamp assay,SINGLE PROTEIN,'=',3235.94,nM,5.49
2573,CHEMBL1956995,0,COc1ccc2cccc(Oc3ccc4nc(C)n(C[C@H]5CCCN(C(C)C)C5)c(=O)c4n3)c2n1,4.87,0.0,Inhibition of human Erg by patch clamp assay,SINGLE PROTEIN,'=',13489.63,nM,4.87
2574,CHEMBL1956998,0,Cc1nc2cnc(Oc3ccc(F)cc3)cc2c(=O)n1C[C@H]1CCCN(C(C)C)C1,5.89,0.0,Inhibition of human Erg by patch clamp assay,SINGLE PROTEIN,'=',1288.25,nM,5.89
2575,CHEMBL2180841,0,O=C(CCCN1CCCCC1)Nc1cc(-c2cccc(F)c2)n[nH]1,5.89,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,'=',1290.0,nM,1.29
2576,CHEMBL1243,4,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2577,CHEMBL4446015,0,Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3cnccn3)n2)cc1,,0.0,Inhibition of human ERG expressed in CHO cells by Q-patch clamp assay,SINGLE PROTEIN,,,,
2578,CHEMBL4572065,0,Fc1ccc(-c2nc(C3CCNCC3)sc2-c2ccnc(Nc3ccncn3)n2)cc1,6.22,0.0,Inhibition of human ERG expressed in CHO cells by Q-patch clamp assay,SINGLE PROTEIN,'=',600.0,nM,0.6
2579,CHEMBL4453545,0,CNC(=O)c1cnc(Nc2ccc(C)nn2)cc1Nc1ccccc1S(C)(=O)=O,4.37,0.0,Inhibition of human ERG by fluorescence polarization assay,SINGLE PROTEIN,'=',43000.0,nM,43.0
2580,CHEMBL1200396,4,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
2581,CHEMBL4437791,0,CN1CCN(C(=O)c2cccc(-c3ncnc4ccc(-c5cnc6ccccc6c5)cc34)c2)CC1,5.58,0.0,Displacement of [3H]dofetilide from recombinant human ERG transfected in HEK293 cell membranes after 60 mins by scintillation counting,SINGLE PROTEIN,'=',2600.0,nM,2.6
2582,CHEMBL12713,4,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,7.83,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',14.7,nM,7.832683
2583,CHEMBL3,4,CN1CCC[C@H]1c1cccnc1,,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',244299.74,nM,3.612077
2584,CHEMBL85,4,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,5.88,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',1330.0,nM,1330.0
2585,CHEMBL4094825,0,Cc1nc2ccccn2c(=O)c1CCN1CCN(c2cccc3sccc23)CC1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,,,,
2586,CHEMBL1290059,0,CC(C)N1C[C@H](NS(=O)(=O)C(C)C)[C@@H](c2ccc(-c3cccc(NS(C)(=O)=O)c3)cc2)C1,5.2,0.0,Displacement of [3H]-dofetilide from human hERG,SINGLE PROTEIN,'=',6300.0,nM,6.3
2587,CHEMBL1289053,0,O=c1cc(OCc2ccccc2)ccn1-c1ccc2c(cnn2CC2=NCCN2)c1,5.07,0.0,Inhibition of human ERG expressed in HEK cells by mini-patch clamp assay,SINGLE PROTEIN,'=',8500.0,nM,8.5
2588,CHEMBL1290166,0,CC(C)S(=O)(=O)N[C@H]1CN(C)C[C@@H]1c1ccc(-c2ccc(C#N)cc2)cc1,5.7,0.0,Displacement of [3H]-dofetilide from human hERG,SINGLE PROTEIN,'=',2000.0,nM,2.0
2589,CHEMBL1290275,0,CCN1C[C@H](NS(=O)(=O)C(C)C)[C@@H](c2ccc(-c3ccc(C#N)cc3)cc2)C1,6.4,0.0,Displacement of [3H]-dofetilide from human hERG,SINGLE PROTEIN,'=',400.0,nM,0.4
2590,CHEMBL1290503,0,CC(=O)Nc1cccc(-c2ccc([C@H]3CN(C)C[C@@H]3NS(=O)(=O)C(C)C)cc2)c1,4.9,0.0,Displacement of [3H]-dofetilide from human hERG,SINGLE PROTEIN,'=',12600.0,nM,12.6
2591,CHEMBL1290504,0,CC(=O)c1cccc(-c2ccc([C@H]3CN(C)C[C@@H]3NS(=O)(=O)C(C)C)cc2)c1,5.1,0.0,Displacement of [3H]-dofetilide from human hERG,SINGLE PROTEIN,'=',7900.0,nM,7.9
2592,CHEMBL1289715,0,O=C1O[C@]2(CC[C@H](c3nc4cc(OC(F)(F)F)ccc4[nH]3)CC2)CN1c1cccnc1,5.1,0.0,Displacement of [3H]-dofetilide in human ERG expressed in CHO cells,SINGLE PROTEIN,'=',7943.28,nM,5.1
2593,CHEMBL1290706,0,O=C1OC2(CCN(c3nc4cc(C(F)(F)F)ccc4[nH]3)CC2)CN1c1ccccc1,5.7,0.0,Displacement of [3H]-dofetilide in human ERG expressed in CHO cells,SINGLE PROTEIN,'=',1995.26,nM,5.7
2594,CHEMBL1290707,0,O=C1OC2(CCN(c3nc4ccccc4[nH]3)CC2)CN1c1ccccc1,6.0,0.0,Displacement of [3H]-dofetilide in human ERG expressed in CHO cells,SINGLE PROTEIN,'=',1000.0,nM,6.0
2595,CHEMBL3912135,0,C[C@]1(O)CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,4.92,0.0,Fast Patch Assay: Representative compounds were tested for hERG activity using the Fast Patch assay available from WuXiApptec (Shanghai China).,SINGLE PROTEIN,'=',12000.0,nM,12000.0
2596,CHEMBL3355552,0,CC(C)(O)[C@H]1CC[C@H](Nc2ccn3ncc(-c4cccc(C(F)(F)F)c4)c3n2)CC1,,1.0,Fast Patch Assay: Representative compounds were tested for hERG activity using the Fast Patch assay available from WuXiApptec (Shanghai China).,SINGLE PROTEIN,'>',30000.0,nM,30000.0
2597,CHEMBL3128194,0,Nc1nc2c(s1)CC[C@H]2C(=O)Nc1ccc(C[C@@H]2CC[C@H]([C@H](O)c3ccccc3)N2)cc1,4.9,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',12700.0,nM,12.7
2598,CHEMBL4164853,0,CO[C@H]1C[C@@H](n2c(=O)n(C)c3cnc4cc(F)c(-c5ccc(CO)nc5)cc4c32)C1,4.64,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,'=',23000.0,nM,23.0
2599,CHEMBL4561733,0,Cc1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1,5.34,0.0,Inhibition of human ERG expressed in HEK293 cells by thallium flux assay,SINGLE PROTEIN,'=',4600.0,nM,4.6
2600,CHEMBL3121666,0,Fc1cccc(-c2nc3cnn(Cc4cc(-c5ccc(C(F)(F)F)cc5C(F)(F)F)no4)cc-3n2)c1F,,0.0,Inhibition of human ERG expressed in HEK293 cells,SINGLE PROTEIN,'>',50118.72,nM,4.3
2601,CHEMBL4110570,0,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cncnc2)c1,5.44,0.0,Displacement of [3H]dofetilide from human ERG by high throughput assay,SINGLE PROTEIN,'=',3600.0,nM,3.6
2602,CHEMBL599480,0,CCN1C[C@H]2C[C@@H](N(Cc3ccc(F)c(C(F)(F)F)c3)C(=O)c3cn(C)cn3)C[C@H]2C1,5.81,0.0,Inhibition of human ERG by patch clamp study,SINGLE PROTEIN,'=',1540.0,nM,1540.0
2603,CHEMBL599264,0,CC(C)Oc1cccc(CN(C(=O)c2cn(C)cn2)[C@H]2C[C@H]3CNC[C@H]3C2)c1,,0.0,Inhibition of human ERG by patch clamp study,SINGLE PROTEIN,,,,
2604,CHEMBL4528662,0,COc1cc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)ncn1,4.9,0.0,Inhibition of human ERG by high-throughput electrophysiology assay,SINGLE PROTEIN,'=',12589.25,nM,4.9
2605,CHEMBL3959509,0,O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3noc2-c2onc(-c3ccccc3)c2C(F)(F)F)C1,5.7,0.0,Inhibition of human ERG by patch clamp assay,SINGLE PROTEIN,'=',2000.0,nM,2.0
2606,CHEMBL4110570,0,O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cncnc2)c1,5.3,0.0,Inhibition of human ERG by manual patch clamp assay,SINGLE PROTEIN,'=',5000.0,nM,5.0
2607,CHEMBL4208942,0,Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC5CC5)c(F)c4)CC3)c(C(N)=O)c2)c1,,0.0,Inhibition of human ERG by fluorescence polarization assay,SINGLE PROTEIN,'>',40000.0,nM,40.0
2608,CHEMBL4204174,0,Cn1cc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)cn1,,0.0,Inhibition of human ERG by patch express assay,SINGLE PROTEIN,,,,
2609,CHEMBL4207042,0,CNC(=O)c1cnc(N)c(O[C@H]2CN(C(=O)Cc3ccc(OC(F)(F)F)cc3)CC2(F)F)c1,4.06,0.0,Inhibition of human ERG by patch express assay,SINGLE PROTEIN,'=',88000.0,nM,88.0
2610,CHEMBL3661464,0,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(Cl)cc3)c2)c2cncnc21,,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,,,,
2611,CHEMBL3661466,0,CC(C)n1cc(C(=O)c2cncc(NC(=O)Cc3ccc(C#N)cc3)c2)c2cncnc21,,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,,,,
2612,CHEMBL4545044,0,CCn1cnc2c(-c3ccc(F)c(-c4cc5c(cc4OC)C(=O)N(C)C5)c3)cnnc21,,0.0,Inhibition of human ERG by electrophysiology method,SINGLE PROTEIN,'>',30000.0,nM,30.0
2613,CHEMBL3127404,0,CN1C(=O)CC[C@H]1CN(Cc1ccc(Cl)cc1)S(=O)(=O)c1cccc(C#N)c1,4.52,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',30000.0,nM,30.0
2614,CHEMBL4526087,0,COc1ccccc1N1CC2(CCN(CCc3ccccc3)CC2)OC(C)C1=O,,0.0,Inhibition of human ERG expressed in CHOK1 cells assessed as reduction in channel current at -80 mV holding potential by whole cell patch clamp assay,SINGLE PROTEIN,,,,
2615,CHEMBL4795230,0,C[C@H]1C=C(C2=Nc3cc(Cl)ccc3Nc3ccc(Cl)cc32)CCN1C,6.05,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',900.0,nM,0.9
2616,CHEMBL4756987,0,CCc1ccc2c(c1)C(C1=C[C@H](C)N(C)CC1)=Nc1ccccc1N2,6.22,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',600.0,nM,0.6
2617,CHEMBL4797475,0,COc1cc(NC(=O)c2cccc(C(F)(F)F)n2)cc2cn(CCC(C)(C)O)nc12,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',30000.0,nM,30.0
2618,CHEMBL4792110,0,Cc1cc(COCCN2CCOCC2)nn1-c1ccc(Cl)c(Cl)c1,,0.0,Inhibition of human ERG expressed in CHO cells by patch clamp assay,SINGLE PROTEIN,,,,
2619,CHEMBL4227550,0,COc1ccc2nccc(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,5.72,0.0,Inhibition of human ERG expressed in CHOK1 cells by patch clamp assay,SINGLE PROTEIN,'=',1900.0,nM,1.9
2620,CHEMBL4229089,0,COc1ccc2nccc(CC[C@H]3OC[C@H](NCc4ccc5c(c4)OCCO5)CO3)c2c1,5.29,0.0,Inhibition of human ERG expressed in CHOK1 cells by patch clamp assay,SINGLE PROTEIN,'=',5100.0,nM,5.1
2621,CHEMBL4635305,0,CN1C[C@H](Cc2ccc(Cl)cc2)N(C2CCN(c3n[nH]c(N)n3)CC2)Cc2ccccc21,5.5,0.0,Displacement of Tracer Red from human ERG by fluorescence polarization assay,SINGLE PROTEIN,'=',3200.0,nM,3200.0
2622,CHEMBL5574578,0,CCOc1ccc(NC(=O)C(C)C)cc1C(=O)NC(C)c1cccc(-c2nccs2)c1,,0.0,Inhibition of human ERG by whole cell patch-clamp assay,SINGLE PROTEIN,'>',30000.0,nM,30.0
2623,CHEMBL5549888,0,CCOc1ccc(NC(=O)C(C)C)cc1C(=O)NC(C)c1cccc(OC(F)F)c1,5.0,0.0,Inhibition of human ERG by whole cell patch-clamp assay,SINGLE PROTEIN,'=',10000.0,nM,10.0
2624,CHEMBL5566791,0,CCOc1ccc(NC(=O)C(C)C)cc1C(=O)NC(C)c1cccc(C)c1,4.52,0.0,Inhibition of human ERG by whole cell patch-clamp assay,SINGLE PROTEIN,'=',30000.0,nM,30.0
2625,CHEMBL4529465,1,COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2F)cc(OC)n1,4.89,1.0,Inhibition of human ERG,SINGLE PROTEIN,'=',13000.0,nM,13.0
2626,CHEMBL4647327,0,CCOc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC)n1,5.48,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',3300.0,nM,3.3
2627,CHEMBL4641396,0,COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(C#N)ccc3nc2OC)c2cccc(OC)c2F)cc(SC)n1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',10000.0,nM,10.0
2628,CHEMBL4641664,0,COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(N(C)C)n1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,,,,
2629,CHEMBL4642317,0,COc1nc2ccc(C#N)cc2cc1[C@@H](c1cccc2c1OCO2)[C@@](O)(CCN(C)C)c1cc(SC)nc(SC)c1,5.23,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',5900.0,nM,5.9
2630,CHEMBL4638967,0,CCSc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(C#N)ccc3nc2OC)c2cccc(C)c2F)cc(SCC)n1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',10000.0,nM,10.0
